mode	type	object	size	path	source_commit	license_state	reuse_policy
100644	blob	a8c351fd2db2c417ea744046dea1838ae2a4276e	1578	vendor/grok-bot-0.20.0/README.md	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	cd3940145ceb3081aea5fab156fac6891cd2fe1b	21036	vendor/grok-bot-0.20.0/SHA256SUMS.txt	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	d671918a4ecb995b2388fcbbe8dfe0a1abbe056a	78504	vendor/grok-bot-0.20.0/canonical/dist/electron-dev-controls/main.cjs	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	53a68c94db604c01911d603f55ed85b622391ff6	8202709	vendor/grok-bot-0.20.0/canonical/dist/electron-main/main.cjs	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	8587a488e4ab963fbe99523205f1c7e4a045cc55	2565	vendor/grok-bot-0.20.0/canonical/dist/electron-preload/preload-dev-controls.cjs	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	7d8ca0450f8629289e31c0f9b89b2241720b4634	18016	vendor/grok-bot-0.20.0/canonical/dist/electron-preload/preload-vnc.cjs	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	cd8744ad416788ff693b3a49ebef524b004e67cd	5131	vendor/grok-bot-0.20.0/canonical/dist/electron-preload/preload-webview.cjs	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	237a8a1de836a46d93947ed3b7fa58ee25c45e1b	18731	vendor/grok-bot-0.20.0/canonical/dist/electron-preload/preload.cjs	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	267d5415d53149662d84cd11a33d22dc56e2361e	739970	vendor/grok-bot-0.20.0/canonical/dist/host/agent-isolation/agent-store-worker.cjs	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	0ad8703d86d1ae1d88cdaccb9f71a614e25c0e8f	742363	vendor/grok-bot-0.20.0/canonical/dist/host/agent-isolation/transcript-mirror-worker.cjs	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	0a4b6b3af9e4baf106b7793ef1f6342908ce4a51	1878	vendor/grok-bot-0.20.0/canonical/dist/host/extensions/box-store-sync/box-store-vacuum-worker.cjs	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	a24c44c06d954e8769221e209fd9df42a264357c	15168	vendor/grok-bot-0.20.0/canonical/dist/host/extensions/content-search/search-index-worker.cjs	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	c1e0cdbc3521746b3f8427507e1f8e7d025b894f	11875323	vendor/grok-bot-0.20.0/canonical/dist/host/host-main.cjs	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	cdbc74bf2fcd597ce8b703311157e7e9aa92ceeb	4025210	vendor/grok-bot-0.20.0/canonical/dist/local-exec-daemon/main.cjs	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	0c227a4931072a8911e0e4b577b7ff27cb5d5303	71546	vendor/grok-bot-0.20.0/canonical/dist/node-agent-coordinator/main.cjs	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	7d53ac2a895591c45c11296e7947fa4c4fe1c6d8	7734981	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/DefaultCode-rKKGm8Bn.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	a3613bbb1870f1151769c564c4d59b9ea43e1d47	1809	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/abnfDiagram-VRR7QNED-GmaQdRQM.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	67872d0aef8dfc5749def63b871ff4e4fca33260	17757	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/ada-CkPKuPfQ.svg	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	152b593200494560ebb313889478f899b88cce74	8150	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/apollo-B0sEgAUH.png	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	ad37c403e7f8a04c2c12e9b4e6092a7013c037b1	33135	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/app-icon-C7NKj2u7.png	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	af42383a7acf61a089cdfa99f8086cea96cb40bf	3426	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/arc-Cdra-WBa.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	516ea7dfc828edad2f5de5efddfe5bcd317d927a	151366	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/architectureDiagram-ZJ3FMSHR-Byo2WeXH.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	1be088694f26fc75cb39f12c05d313bf71140548	5030	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/ashby-BidvOSTU.png	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	8a91db7fbbc3b65cd35a13d5989a6db65f5fcee6	73556	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/blockDiagram-677ZJIJ3-CgKKTPQI.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	b9b316914717090c8b2b99ee166570e6e0ef40d6	39672	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/blue-B2n6EVGi.svg	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	98d23e467e37840e530d10088163c0f720a28ce9	7524	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/box-DrJB_xON.png	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	131fc6221e3ea92d719c45fa1c551f6aad05406d	69944	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/c4Diagram-LMCZKHZV-BtjklFf9.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	a38b23d47dc536ba35443d6ca81cbc175f3c0e83	5737	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/calendly-DYRMkyLM.svg	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	67466ab0eecdd82d4a838614552bd2a48be10ba7	4273	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/canva-djBDOrSx.svg	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	21570dc9f047d87061474c871eb9b49fae092a0d	22820	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/cerf-qgTXAGxR.svg	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	e0397839fd5083a7d579b48281afe99e00bdfa02	113	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/channel-WB8xaoP4.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	b0308256a630956eac5a9c4473fc50472312c055	193	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/chunk-2Q5K7J3B-sYHcZiS_.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	500d875b3ddb32916d524cf4ae906d1c20a517f5	1883	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/chunk-32BRIVSS-hBV3S8ED.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	d4635516164c182480440a915e18d7d5e99a95d6	366	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/chunk-5VM5RSS4-CiQKBB2u.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	9171891c86a7012fa6e752b7cf1976e04ddd5268	38122	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/chunk-EX3LRPZG-CQlpx4UC.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	3b01bfeb283106f3f801aad9618dd6db88e1bf7f	227	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/chunk-JWPE2WC7-Su-m7WOJ.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	f94b954a19f2a4eb3af6dca579aef6cf21c56058	15735	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/chunk-MOJQB5TN-7GCvrOzA.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	d4fa2b5ff9579ce43d0e2b887148f9b503e8f45c	7081	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/chunk-RYQCIY6F-CHCu0Xth.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	465361d4ff11714dffb79377243c81ef4430f52a	49180	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/chunk-V7JOEXUC-BU8GEHuv.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	8463c7e3f6fd955d10ee88be30795370b7e294da	506	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/chunk-VR4S4FIN-BI1Od2_Y.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
100644	blob	8a367046fb37ebd960b9c7776f539e25bd70848c	235	vendor/grok-bot-0.20.0/canonical/dist/renderer/assets/chunk-XXDRQBXY-DKZvfUJQ.js	8bb9f6a093f17189010e5f5231c8694d53ccf190	PROVENANCE_BLOCKED	reference-only; no verbatim production shipping without explicit authorization/license
